Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork
41,No,travel_rarely,465.0,34,3,Life Sciences,"227,0",1,M,56.0,3,1, Research Scientist ,3,Divorced,6463.923076923077,4609,4,No,12,"3,0",1,1,Unknown,2,3,9,1,8,1982,yes
40,No,travel_rarely,989.0,4,1,Medical,"253,0",4,F,46.0,3,5, Manager ,3,Unknown,19033.0,6499,1,No,14,"3,0",2,1,"21,0",2,3,20,9,9,1983,no
45,No,Unknown,1195.0,2,2,Unknown,"264,0",1,M,65.0,2,4, Manager ,4,Married,6463.923076923077,20462,9,No,23,"4,0",4,1,"22,0",1,3,20,11,8,1978,yes
32,Yes,travel_rarely,1045.0,4,4,Unknown,"291,0",4,M,32.0,1,3, Sales Executive ,4,Married,10400.0,25812,1,No,11,"3,0",3,0,"14,0",2,2,14,9,8,1991,no
30,No,non-travel,829.0,1,1,Life Sciences,"292,0",3,M,88.0,2,3, Manufacturing Director ,3,Unknown,6463.923076923077,20925,1,No,22,"4,0",3,0,Unknown,2,3,11,5,8,1993,yes
37,No,Unknown,663.0,11,3,Unknown,"306,0",2,M,47.0,3,3, Research Director ,4,Unknown,6463.923076923077,10056,1,Unknown,14,"3,0",3,3,Unknown,1,3,10,0,7,1986,yes
40,No,Unknown,1300.0,24,2,Technical Degree,"335,0",1,M,62.0,3,2, Research Scientist ,4,Unknown,6463.923076923077,24447,1,No,17,"3,0",1,2,Unknown,3,3,9,4,7,1983,no
32,No,travel_rarely,906.0,7,3,Life Sciences,"420,0",4,M,91.0,2,2, Sales Executive ,3,Married,6463.923076923077,16985,1,Unknown,14,"3,0",3,1,"13,0",3,2,13,4,8,1991,yes
38,No,Unknown,849.0,25,2,Life Sciences,"421,0",1,F,81.0,2,3, Research Director ,2,Unknown,6463.923076923077,26707,3,Unknown,17,"3,0",3,1,Unknown,2,3,10,0,1,1985,yes
30,No,travel_rarely,1275.0,28,2,Unknown,"441,0",4,F,64.0,3,2, Research Scientist ,4,Married,6463.923076923077,11934,1,No,13,"3,0",4,2,"11,0",2,3,10,1,9,1993,yes
39,No,Unknown,1218.0,1,1,Unknown,"531,0",2,M,52.0,3,5, Manager ,3,Unknown,19197.0,8213,1,Unknown,14,"3,0",3,1,"21,0",3,3,21,1,6,1984,yes
60,No,Unknown,422.0,7,3,Life Sciences,"549,0",1,F,41.0,3,5, Manager ,1,Unknown,6463.923076923077,3854,5,No,11,"3,0",4,0,"33,0",5,1,29,11,10,1963,yes
30,No,Unknown,1398.0,22,4,Other,"567,0",3,F,69.0,3,3, Sales Executive ,1,Unknown,8412.0,2890,0,Unknown,11,"3,0",3,0,"10,0",3,3,9,7,8,1993,yes
31,No,travel_rarely,1274.0,9,1,Unknown,"581,0",3,M,65.96954813359528,3,3, Manufacturing Director ,2,Divorced,6463.923076923077,14394,1,No,25,"4,0",4,1,Unknown,6,4,13,0,8,1992,yes
33,Yes,Unknown,1076.0,3,3,Life Sciences,"702,0",1,M,70.0,3,1, Research Scientist ,1,Single,3348.0,3164,1,Yes,11,"3,0",1,0,Unknown,3,3,10,9,7,1990,no
50,No,Unknown,1207.0,28,1,Medical,"716,0",4,M,74.0,4,1, Laboratory Technician ,3,Married,6463.923076923077,3297,1,Yes,11,Unknown,3,3,"20,0",3,3,20,3,8,1973,yes
32,No,Unknown,430.0,24,4,Life Sciences,"772,0",1,M,80.0,3,2, Laboratory Technician ,4,Unknown,5309.0,21146,1,No,15,Unknown,4,2,"10,0",2,3,10,4,7,1991,yes
42,No,Unknown,933.0,29,3,Unknown,"836,0",2,M,98.0,3,2, Manufacturing Director ,2,Unknown,6463.923076923077,11806,1,Unknown,13,"3,0",4,1,"10,0",3,2,9,7,8,1981,yes
49,Yes,Unknown,1184.0,11,3,Marketing,"840,0",3,F,43.0,3,3, Sales Executive ,4,Married,7654.0,5860,1,No,18,"3,0",1,2,Unknown,3,4,9,7,7,1974,no
27,No,Unknown,803.129648241206,5,1,Unknown,"844,0",3,M,42.0,2,3, Research Director ,4,Divorced,12808.0,8842,1,Unknown,16,"3,0",2,1,Unknown,3,3,9,0,8,1996,yes
52,No,Unknown,890.0,26,4,Unknown,"867,0",3,F,81.0,2,4, Manufacturing Director ,4,Married,6463.923076923077,19028,3,No,22,"4,0",3,0,"31,0",3,3,9,0,0,1971,no
32,No,Unknown,379.0,5,2,Life Sciences,"889,0",2,M,48.0,3,2, Sales Executive ,2,Unknown,6463.923076923077,8891,1,No,14,"3,0",4,1,"10,0",3,3,10,5,3,1991,yes
36,No,Unknown,1425.0,14,1,Life Sciences,"924,0",3,M,68.0,3,2, Healthcare Representative ,4,Unknown,6586.0,4821,0,Unknown,17,"3,0",1,1,Unknown,2,2,16,4,11,1987,no
52,No,Unknown,1053.0,1,2,Life Sciences,"976,0",4,M,70.0,3,4, Manager ,4,Married,17099.0,13829,2,Unknown,15,"3,0",2,1,"26,0",2,3,9,7,8,1971,yes
33,No,non-travel,722.0,17,3,Unknown,"992,0",4,M,38.0,3,4, Manager ,3,Single,6463.923076923077,20489,1,Unknown,11,"3,0",4,0,"10,0",2,3,10,6,0,1990,no
45,No,non-travel,248.0,23,2,Life Sciences,"1002,0",4,M,42.0,3,2, Laboratory Technician ,1,Unknown,6463.923076923077,14039,1,Yes,15,"3,0",3,1,"9,0",2,3,9,0,8,1978,yes
36,No,travel_rarely,796.0,12,5,Unknown,"1073,0",4,F,51.0,2,3, Manufacturing Director ,4,Unknown,6463.923076923077,15669,0,Unknown,11,"3,0",2,0,"15,0",2,2,14,7,8,1987,yes
49,No,Unknown,174.0,8,4,Unknown,"1138,0",4,M,56.0,2,4, Sales Executive ,2,Unknown,13120.0,11879,6,Unknown,17,"3,0",2,1,"22,0",3,3,9,2,3,1974,no
29,No,Unknown,803.129648241206,6,1,Unknown,"1192,0",2,F,54.0,3,1, Laboratory Technician ,4,Married,3131.0,26342,1,Unknown,13,"3,0",1,1,Unknown,5,3,10,0,8,1994,no
37,No,Unknown,977.0,1,3,Life Sciences,"1196,0",4,F,56.0,2,2, Manufacturing Director ,4,Married,6463.923076923077,9961,1,Unknown,13,"3,0",2,1,"14,0",2,2,14,3,11,1986,yes
28,No,non-travel,1476.0,1,3,Unknown,"1315,0",3,F,55.0,1,2, Laboratory Technician ,4,Married,6674.0,16392,0,No,11,"3,0",1,3,"10,0",6,3,9,7,5,1995,yes
31,No,non-travel,587.0,2,4,Unknown,"1324,0",4,F,57.0,3,3, Sales Executive ,3,Unknown,9852.0,8935,1,Yes,19,"3,0",1,1,"10,0",5,2,10,9,6,1992,yes
42,No,non-travel,495.0,2,1,Life Sciences,"1334,0",3,M,65.96954813359528,3,4, Manager ,3,Unknown,17861.0,26582,0,Yes,13,Unknown,4,0,"21,0",3,2,20,2,10,1981,no
40,No,travel_rarely,523.0,2,3,Life Sciences,"1346,0",3,M,98.0,3,2, Research Scientist ,4,Single,6463.923076923077,22455,1,Unknown,13,"3,0",3,0,"9,0",4,3,9,8,8,1983,yes
34,No,Unknown,507.0,15,2,Medical,"1356,0",3,F,66.0,3,2, Sales Executive ,1,Single,6463.923076923077,23553,1,Unknown,12,"3,0",4,0,Unknown,6,4,10,9,6,1989,yes
58,No,travel_rarely,1055.0,1,3,Unknown,"1423,0",4,F,76.0,3,5, Research Director ,1,Unknown,6463.923076923077,22456,3,Unknown,21,"4,0",3,1,Unknown,3,3,9,1,5,1965,no
31,Yes,travel_frequently,1445.0,1,5,Unknown,"1459,0",3,F,100.0,4,3, Manufacturing Director ,2,Unknown,7446.0,8931,1,Unknown,11,"3,0",1,0,Unknown,2,3,10,4,7,1992,yes
53,No,Unknown,447.0,2,3,Medical,"1472,0",4,M,39.0,4,4, Research Director ,2,Single,16598.0,19764,4,No,12,"3,0",2,0,"35,0",2,2,9,8,8,1970,yes
34,No,Unknown,829.0,15,3,Unknown,"1485,0",2,M,71.0,3,4, Research Director ,1,Unknown,6463.923076923077,11929,7,Unknown,14,"3,0",4,2,"16,0",3,2,14,6,9,1989,yes
37,No,Unknown,674.0,13,3,Unknown,"1543,0",1,M,47.0,3,2, Research Scientist ,4,Married,4285.0,3031,1,Unknown,17,"3,0",1,0,Unknown,2,3,10,3,7,1986,yes
42,No,travel_frequently,803.129648241206,2,3,Unknown,"1547,0",4,M,40.0,3,3, Healthcare Representative ,4,Unknown,10124.0,18611,2,Yes,14,"3,0",3,1,"24,0",3,1,20,13,9,1981,yes
45,No,Unknown,538.0,1,4,Unknown,"1553,0",1,M,66.0,3,3, Healthcare Representative ,2,Divorced,6463.923076923077,20933,1,Unknown,12,"3,0",1,3,Unknown,4,3,10,7,7,1978,yes
30,Yes,travel_rarely,740.0,1,3,Unknown,"1562,0",2,M,64.0,2,2, Sales Executive ,1,Married,9714.0,5323,1,No,11,"3,0",4,1,Unknown,4,3,10,6,7,1993,yes
38,No,travel_rarely,1245.0,14,3,Life Sciences,"1582,0",3,M,80.0,3,2, Sales Executive ,2,Married,9924.0,12355,0,Unknown,11,"3,0",4,1,"10,0",3,3,9,7,7,1985,yes
50,No,Unknown,1234.0,20,5,Medical,"1606,0",2,M,41.0,3,4, Healthcare Representative ,3,Unknown,11245.0,20689,2,Unknown,15,"3,0",3,1,"32,0",3,3,30,12,13,1973,no
34,No,travel_rarely,1130.0,3,3,Unknown,"1658,0",4,F,66.0,3,2, Research Scientist ,2,Unknown,6463.923076923077,19332,1,No,12,"3,0",3,1,"11,0",2,3,11,7,9,1989,yes
54,No,travel_rarely,584.0,22,5,Unknown,"1665,0",2,F,91.0,3,4, Manager ,3,Unknown,6463.923076923077,18685,3,Unknown,25,"4,0",3,1,"36,0",6,3,10,4,7,1969,yes
39,No,Unknown,792.0,1,3,Life Sciences,"1737,0",4,M,77.0,3,2, Laboratory Technician ,4,Married,6472.0,8989,1,Unknown,15,"3,0",4,1,Unknown,2,3,9,5,8,1984,yes
36,No,Unknown,1383.0,10,3,Life Sciences,"1790,0",4,M,90.0,3,3, Healthcare Representative ,1,Unknown,8321.0,25949,7,Unknown,13,"3,0",4,1,"15,0",1,3,12,5,7,1987,no
34,No,travel_rarely,803.129648241206,8,2,Unknown,"1823,0",2,M,92.0,4,2, Sales Executive ,3,Unknown,6463.923076923077,22128,1,No,21,"4,0",3,2,"10,0",5,3,10,4,8,1989,no
46,No,travel_rarely,706.0,2,2,Life Sciences,"1857,0",4,M,82.0,3,3, Manufacturing Director ,4,Divorced,8578.0,19989,3,Unknown,14,"3,0",3,1,"12,0",4,2,9,4,7,1977,yes
27,No,travel_rarely,728.0,23,1,Medical,"1864,0",2,F,36.0,2,2, Sales Representative ,3,Married,6463.923076923077,7018,1,No,21,"4,0",4,1,Unknown,5,3,9,5,8,1996,no
31,No,Unknown,311.0,36,3,Life Sciences,"1881,0",2,M,89.0,3,2, Laboratory Technician ,3,Divorced,4197.0,18624,1,No,11,"3,0",1,1,"10,0",2,3,10,0,2,1992,no
45,No,travel_rarely,556.0,25,2,Life Sciences,"1888,0",2,F,93.0,2,2, Manufacturing Director ,4,Unknown,6463.923076923077,23888,0,No,13,Unknown,4,2,"10,0",2,2,9,3,8,1978,yes
34,No,travel_rarely,937.0,1,3,Marketing,"1950,0",1,M,32.0,3,3, Sales Executive ,4,Unknown,9888.0,6770,1,No,21,"4,0",1,0,"14,0",3,2,14,2,1,1989,no
35,No,Unknown,1224.0,7,4,Unknown,"1962,0",3,F,55.0,3,2, Sales Executive ,4,Unknown,6463.923076923077,13586,1,Yes,11,"3,0",4,0,"10,0",2,3,10,0,9,1988,no
39,No,travel_rarely,119.0,15,4,Marketing,"1975,0",2,M,77.0,3,4, Sales Executive ,1,Single,13341.0,25098,0,No,12,"3,0",1,0,"21,0",3,3,20,11,10,1984,no
40,No,travel_rarely,444.0,2,2,Marketing,"1986,0",2,F,92.0,3,2, Sales Executive ,2,Married,5677.0,4258,3,No,14,"3,0",3,1,Unknown,4,3,11,5,10,1983,yes
47,No,Unknown,803.129648241206,1,1,Unknown,"2000,0",3,F,98.0,3,3, Research Director ,2,Married,6463.923076923077,17231,0,No,18,"3,0",1,2,"14,0",3,1,13,5,12,1976,yes
49,No,travel_frequently,803.129648241206,8,1,Unknown,"2,0",3,M,61.0,2,2, Research Scientist ,2,Married,6463.923076923077,24907,1,No,23,"4,0",4,1,"10,0",3,3,10,1,7,1974,yes
33,No,travel_frequently,1392.0,19,4,Life Sciences,"5,0",19,F,56.0,3,1, Research Scientist ,3,Married,2909.0,23159,1,Unknown,11,"3,0",3,0,Unknown,3,3,8,3,0,1990,yes
42,No,Unknown,803.129648241206,8,4,Unknown,"35,0",3,M,48.0,3,2, Sales Executive ,2,Unknown,6825.0,21173,0,Unknown,11,Unknown,4,1,"10,0",2,3,9,4,2,1981,no
31,No,Unknown,655.0,7,4,Life Sciences,"76,0",4,M,48.0,3,2, Laboratory Technician ,4,Divorced,6463.923076923077,9528,3,No,22,"4,0",4,1,Unknown,3,2,7,1,7,1992,no
31,No,travel_rarely,746.0,8,4,Unknown,"98,0",3,F,61.0,3,2, Manufacturing Director ,4,Single,4424.0,20682,1,No,23,"4,0",4,0,"11,0",2,3,11,1,8,1992,no
51,No,Unknown,632.0,21,4,Marketing,"120,0",3,M,71.0,3,2, Sales Executive ,4,Unknown,5441.0,8423,0,Unknown,22,"4,0",4,0,"11,0",2,1,10,1,0,1972,yes
34,Yes,travel_frequently,658.0,7,3,Unknown,"147,0",1,M,66.0,1,2, Laboratory Technician ,3,Unknown,6074.0,22887,1,Yes,24,"4,0",4,0,"9,0",3,3,9,0,6,1989,yes
36,No,Unknown,1467.0,11,2,Technical Degree,"154,0",2,F,92.0,3,3, Sales Executive ,4,Unknown,6463.923076923077,22952,0,No,14,"3,0",3,1,"10,0",6,3,9,2,8,1987,no
30,No,travel_frequently,1312.0,23,3,Unknown,"159,0",1,M,96.0,1,1, Research Scientist ,3,Divorced,6463.923076923077,22310,1,No,25,"4,0",3,3,Unknown,2,2,10,0,9,1993,no
33,No,non-travel,750.0,12,2,Unknown,"160,0",12,M,95.0,3,2, Sales Executive ,2,Married,6146.0,15480,0,Unknown,13,"3,0",1,1,Unknown,2,4,7,0,7,1990,yes
31,Yes,Unknown,249.0,6,4,Life Sciences,"163,0",2,M,76.0,1,2, Sales Executive ,3,Married,6172.0,20739,4,Unknown,18,"3,0",2,0,Unknown,3,2,7,7,7,1992,no
41,No,travel_rarely,802.0,23,1,Unknown,"176,0",3,M,96.0,3,3, Sales Executive ,3,Divorced,6463.923076923077,21196,3,Yes,13,"3,0",3,1,Unknown,2,3,9,0,7,1982,no
26,No,travel_rarely,1355.0,25,1,Unknown,"177,0",3,F,61.0,3,1, Human Resources ,3,Unknown,6463.923076923077,8916,1,Unknown,23,"4,0",4,1,"8,0",3,3,8,5,7,1997,yes
32,No,Unknown,689.0,9,2,Unknown,"195,0",4,M,35.0,1,2, Sales Executive ,4,Divorced,4668.0,22812,0,No,17,"3,0",4,3,Unknown,2,4,8,0,7,1991,yes
40,No,travel_frequently,1395.0,26,3,Unknown,"202,0",2,F,54.0,3,2, Research Scientist ,2,Divorced,5605.0,8504,1,No,11,"3,0",1,1,"20,0",2,3,20,2,13,1983,no
53,No,travel_rarely,1436.0,6,2,Marketing,"205,0",2,M,34.0,3,2, Sales Representative ,3,Unknown,6463.923076923077,16047,2,Yes,20,"4,0",4,1,"13,0",3,1,7,4,5,1970,yes
33,No,travel_rarely,803.129648241206,14,3,Unknown,"252,0",4,F,65.96954813359528,3,1, Research Scientist ,2,Unknown,6463.923076923077,4673,1,Unknown,13,"3,0",4,1,"8,0",5,3,8,1,6,1990,yes
51,No,travel_rarely,313.0,3,3,Unknown,"258,0",4,F,98.0,3,4, Healthcare Representative ,2,Single,6463.923076923077,7192,3,Unknown,18,"3,0",3,0,Unknown,6,3,7,1,0,1972,no
27,No,travel_rarely,894.0,9,3,Medical,"260,0",4,F,99.0,3,1, Research Scientist ,2,Single,6463.923076923077,11781,1,No,16,"3,0",4,0,Unknown,2,2,7,0,3,1996,no
37,No,Unknown,290.0,21,3,Life Sciences,"267,0",2,M,65.0,4,1, Research Scientist ,1,Unknown,3564.0,22977,1,Yes,12,"3,0",1,1,Unknown,3,2,8,1,7,1986,yes
49,No,non-travel,1002.0,18,4,Unknown,"275,0",4,M,92.0,3,2, Manufacturing Director ,4,Divorced,6804.0,23793,1,Yes,15,"3,0",1,2,"7,0",0,3,7,1,7,1974,no
27,No,Unknown,1242.0,20,3,Life Sciences,"293,0",4,F,90.0,3,2, Sales Executive ,3,Single,6463.923076923077,12916,1,Unknown,14,"3,0",4,0,"7,0",2,3,7,0,7,1996,no
45,No,Unknown,1052.0,6,3,Medical,"302,0",4,F,57.0,2,3, Sales Executive ,4,Single,6463.923076923077,16840,6,Unknown,12,"3,0",4,0,"23,0",2,3,19,12,8,1978,yes
35,No,Unknown,944.0,1,3,Unknown,"314,0",3,F,92.0,3,3, Sales Executive ,3,Single,6463.923076923077,9096,1,No,14,"3,0",1,0,"10,0",3,4,10,0,8,1988,yes
52,No,Unknown,771.0,2,4,Life Sciences,"329,0",1,M,79.0,2,5, Manager ,3,Unknown,6463.923076923077,21030,1,Yes,18,"3,0",4,0,"33,0",2,4,33,15,12,1971,yes
38,No,non-travel,1327.0,2,2,Life Sciences,"361,0",4,M,39.0,2,2, Sales Executive ,4,Unknown,6463.923076923077,19682,3,No,18,"3,0",4,1,"13,0",0,3,8,7,5,1985,yes
46,No,Unknown,488.0,27,3,Unknown,"363,0",27,F,75.0,1,4, Manager ,2,Married,6463.923076923077,14977,3,Yes,12,"3,0",2,1,"28,0",2,2,7,7,7,1977,no
47,Yes,non-travel,666.0,10,4,Life Sciences,"376,0",1,M,88.0,3,3, Manager ,2,Married,6463.923076923077,10268,1,Unknown,12,"3,0",4,1,Unknown,2,2,10,9,9,1976,yes
35,No,Unknown,1315.0,22,3,Life Sciences,"381,0",2,F,71.0,4,3, Manager ,2,Divorced,6463.923076923077,19100,7,Unknown,18,Unknown,2,1,"10,0",6,2,7,6,2,1988,no
29,No,travel_frequently,442.0,2,2,Unknown,"388,0",2,M,44.0,3,2, Sales Executive ,4,Single,6463.923076923077,20260,1,Unknown,18,"3,0",1,0,Unknown,3,3,10,0,9,1994,yes
55,No,travel_rarely,147.0,20,2,Technical Degree,"389,0",2,M,37.0,3,2, Laboratory Technician ,4,Married,6463.923076923077,15972,3,Unknown,19,Unknown,4,1,"12,0",4,3,10,0,8,1968,yes
26,Yes,travel_rarely,950.0,45,4,Unknown,"401,0",4,M,48.0,2,2, Sales Executive ,4,Single,5828.0,8450,1,Unknown,12,"3,0",2,0,Unknown,0,3,8,7,4,1997,yes
31,No,travel_rarely,218.0,7,3,Technical Degree,"416,0",2,M,100.0,4,2, Sales Executive ,4,Unknown,6463.923076923077,12241,4,Unknown,11,"3,0",2,1,"10,0",3,2,8,7,7,1992,yes
43,No,travel_frequently,803.129648241206,10,4,Life Sciences,"430,0",3,F,33.0,3,1, Laboratory Technician ,4,Unknown,2455.0,10675,0,No,19,"3,0",1,0,Unknown,5,3,8,1,7,1980,yes
31,No,travel_rarely,691.0,13,3,Marketing,"438,0",4,M,73.0,3,2, Sales Executive ,4,Unknown,6463.923076923077,7143,4,Unknown,12,"3,0",4,3,"13,0",3,3,7,1,7,1992,yes
33,No,Unknown,803.129648241206,10,3,Unknown,"446,0",2,M,46.0,2,2, Sales Executive ,4,Unknown,4682.0,4317,3,No,14,"3,0",3,0,Unknown,6,2,7,0,1,1990,no
43,No,travel_frequently,559.0,10,4,Life Sciences,"448,0",3,F,82.0,2,2, Laboratory Technician ,3,Divorced,5257.0,6227,1,No,11,Unknown,2,1,"9,0",3,4,9,0,0,1980,no
29,Yes,travel_rarely,318.0,8,4,Unknown,"454,0",2,M,77.0,1,1, Laboratory Technician ,1,Unknown,2119.0,4759,1,Unknown,11,"3,0",4,0,"7,0",4,2,7,0,7,1994,no
27,No,Unknown,1130.0,8,4,Unknown,"458,0",2,F,56.0,3,2, Sales Executive ,2,Unknown,6463.923076923077,3415,1,No,18,"3,0",1,1,"8,0",3,3,8,0,7,1996,no
26,No,travel_rarely,933.0,1,3,Unknown,"476,0",3,M,57.0,3,2, Sales Executive ,3,Unknown,6463.923076923077,20156,1,Unknown,17,"3,0",2,1,Unknown,3,3,8,7,7,1997,yes
40,No,travel_rarely,1171.0,10,4,Life Sciences,"483,0",4,F,46.0,4,1, Laboratory Technician ,3,Married,6463.923076923077,22495,3,Yes,13,"3,0",3,1,Unknown,3,3,7,1,7,1983,yes
41,Yes,Unknown,143.0,4,3,Unknown,"488,0",1,M,56.0,3,2, Sales Executive ,2,Unknown,6463.923076923077,9558,1,No,18,"3,0",3,0,"8,0",5,3,8,7,7,1982,no
51,No,travel_rarely,1178.0,14,2,Unknown,"500,0",3,F,87.0,3,2, Sales Executive ,4,Unknown,6463.923076923077,14862,4,No,11,"3,0",3,1,"18,0",2,2,7,0,7,1972,yes
41,No,travel_rarely,645.0,1,3,Marketing,"534,0",2,M,49.0,4,3, Sales Executive ,1,Married,8392.0,19566,1,Unknown,16,"3,0",3,1,"10,0",2,3,10,0,7,1982,yes
35,No,travel_rarely,1276.0,16,3,Life Sciences,"586,0",4,M,72.0,3,3, Healthcare Representative ,3,Unknown,6463.923076923077,14295,4,Yes,12,"3,0",3,0,"10,0",2,3,8,0,0,1988,no
48,No,travel_rarely,163.0,2,5,Unknown,"595,0",2,F,37.0,3,2, Sales Executive ,4,Married,4051.0,19658,2,No,14,"3,0",1,1,"14,0",2,3,9,6,7,1975,yes
26,Yes,travel_frequently,426.0,17,4,Life Sciences,"608,0",2,F,58.0,3,1, Human Resources ,3,Unknown,2741.0,22808,0,Yes,11,"3,0",2,1,"8,0",2,3,7,1,0,1997,yes
41,No,Unknown,509.0,2,4,Other,"616,0",1,F,62.0,2,2, Healthcare Representative ,3,Single,6463.923076923077,2112,2,Yes,17,"3,0",1,0,"10,0",3,3,8,0,7,1982,yes
34,No,Unknown,258.0,21,4,Unknown,"621,0",4,M,74.0,4,2, Sales Executive ,4,Single,5337.0,19921,1,Unknown,12,"3,0",4,0,"10,0",3,3,10,5,7,1989,yes
31,No,travel_rarely,525.0,6,4,Medical,"653,0",1,M,66.0,4,2, Sales Executive ,4,Divorced,6463.923076923077,6219,4,No,22,"4,0",4,2,"13,0",4,4,7,5,7,1992,yes
43,No,travel_frequently,803.129648241206,9,5,Unknown,"663,0",4,M,72.0,3,2, Laboratory Technician ,3,Divorced,6463.923076923077,19627,3,Unknown,13,"3,0",2,1,"10,0",3,3,8,4,7,1980,no
53,No,Unknown,238.0,1,1,Unknown,"682,0",4,F,34.0,3,2, Sales Executive ,1,Single,6463.923076923077,7507,7,Unknown,20,"4,0",4,0,"18,0",2,4,14,8,10,1970,no
29,No,Unknown,806.0,1,4,Life Sciences,"710,0",2,M,76.0,1,1, Research Scientist ,4,Divorced,6463.923076923077,18959,1,Unknown,18,"3,0",4,1,"10,0",5,3,10,2,8,1994,yes
34,No,Unknown,1442.0,9,3,Medical,"717,0",4,F,46.0,2,3, Healthcare Representative ,2,Unknown,6463.923076923077,17654,1,Unknown,14,"3,0",2,0,"9,0",3,4,8,7,7,1989,no
39,No,Unknown,408.0,2,4,Technical Degree,"721,0",4,F,80.0,2,2, Healthcare Representative ,3,Single,6463.923076923077,20978,1,No,11,"3,0",1,0,"20,0",4,3,20,11,10,1984,no
32,No,Unknown,929.0,10,3,Marketing,"722,0",4,M,55.0,3,2, Sales Executive ,4,Unknown,5396.0,21703,1,Unknown,12,"3,0",4,0,"10,0",2,2,10,0,8,1991,yes
38,No,travel_rarely,827.0,1,4,Life Sciences,"724,0",2,F,33.0,4,2, Healthcare Representative ,4,Unknown,6463.923076923077,19383,0,Unknown,13,"3,0",3,0,"10,0",4,3,9,1,8,1985,yes
27,No,travel_rarely,803.129648241206,1,2,Life Sciences,"725,0",3,F,65.96954813359528,3,3, Manufacturing Director ,1,Married,6463.923076923077,6009,1,Unknown,11,"3,0",4,0,"9,0",3,3,9,0,7,1996,no
47,No,Unknown,703.0,35,4,Marketing,"728,0",4,M,42.0,3,2, Sales Executive ,1,Single,4960.0,11825,2,Unknown,12,"3,0",4,0,"20,0",2,3,7,1,7,1976,no
27,No,travel_frequently,294.0,10,2,Unknown,"733,0",4,M,32.0,3,3, Manufacturing Director ,1,Unknown,8793.0,4809,1,No,21,"4,0",3,2,"9,0",4,2,9,1,7,1996,yes
41,No,Unknown,314.0,1,3,Unknown,"734,0",4,M,59.0,2,5, Manager ,3,Unknown,19189.0,19562,1,No,12,Unknown,2,1,"22,0",3,3,22,2,10,1982,no
36,No,Unknown,427.0,8,3,Unknown,"742,0",1,F,63.0,4,3, Research Director ,1,Married,11713.0,20335,9,Unknown,14,"3,0",1,1,"10,0",2,3,8,0,5,1987,no
30,No,Unknown,501.0,27,5,Marketing,"747,0",3,M,99.0,3,2, Sales Executive ,4,Divorced,5304.0,25275,7,No,23,Unknown,4,1,"10,0",2,2,8,7,7,1993,yes
56,No,travel_rarely,803.129648241206,9,3,Unknown,"762,0",3,M,81.0,3,4, Healthcare Representative ,4,Married,11103.0,20420,7,No,11,"3,0",3,0,"30,0",1,2,10,1,1,1967,no
45,No,travel_rarely,954.0,2,2,Unknown,"783,0",2,M,46.0,1,2, Sales Representative ,3,Single,6632.0,12388,0,No,13,"3,0",1,0,"9,0",3,3,8,3,1,1978,yes
36,No,non-travel,1434.0,8,4,Unknown,"789,0",1,M,76.0,2,3, Sales Executive ,1,Single,7587.0,14229,1,Unknown,15,"3,0",2,0,"10,0",1,3,10,0,9,1987,no
29,No,Unknown,657.0,27,3,Medical,"793,0",2,F,66.0,3,2, Healthcare Representative ,3,Married,4335.0,25549,4,No,12,"3,0",1,1,"11,0",3,2,8,1,1,1994,yes
38,No,Unknown,240.0,2,4,Life Sciences,"803,0",1,F,75.0,4,2, Manufacturing Director ,1,Single,5980.0,26085,6,Unknown,12,"3,0",4,0,"17,0",2,3,15,4,12,1985,yes
42,No,travel_frequently,570.0,8,3,Unknown,"809,0",2,M,66.0,3,5, Manager ,4,Unknown,6463.923076923077,16225,1,No,13,"3,0",2,1,"24,0",4,2,24,14,9,1981,yes
36,No,travel_rarely,676.0,1,3,Other,"823,0",3,F,35.0,3,2, Manufacturing Director ,2,Unknown,5228.0,23361,0,Unknown,15,"3,0",1,1,Unknown,2,3,9,0,5,1987,no
55,Yes,Unknown,436.0,2,1,Medical,"842,0",3,M,37.0,3,2, Sales Executive ,4,Single,6463.923076923077,21519,4,Unknown,16,"3,0",3,0,Unknown,3,2,9,7,3,1968,no
44,No,Unknown,661.0,9,2,Unknown,"913,0",2,M,61.0,3,1, Research Scientist ,1,Unknown,6463.923076923077,7508,1,Yes,13,"3,0",4,0,"8,0",0,3,8,7,1,1979,yes
41,Yes,Unknown,1085.0,2,4,Life Sciences,"927,0",2,F,57.0,1,1, Laboratory Technician ,4,Divorced,6463.923076923077,17725,4,Yes,13,"3,0",3,1,Unknown,1,2,7,1,0,1982,yes
31,No,travel_rarely,154.0,7,4,Unknown,"941,0",2,M,41.0,2,1, Sales Representative ,3,Unknown,2329.0,11737,3,Unknown,15,Unknown,2,0,Unknown,2,4,7,5,2,1992,no
