,ID_FK,Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,DateBirth
426,426,55,No,Unknown,2,3,Unknown,F,Single,1968
427,427,26,Yes,travel_frequently,3,1,Unknown,M,Unknown,1997
428,428,25,No,Unknown,4,2,Unknown,F,Single,1998
429,429,42,No,travel_frequently,12,2,Unknown,F,Unknown,1981
430,430,30,No,travel_rarely,2,3,Life Sciences,F,Unknown,1993
431,431,35,No,travel_rarely,22,3,Life Sciences,M,Single,1988
432,432,32,No,travel_rarely,9,4,Unknown,F,Married,1991
433,433,47,Yes,Unknown,27,2,Life Sciences,F,Unknown,1976
434,434,30,No,travel_frequently,5,4,Life Sciences,M,Divorced,1993
435,435,45,No,Unknown,9,3,Marketing,M,Divorced,1978
436,436,36,No,travel_rarely,8,3,Life Sciences,M,Unknown,1987
437,437,31,No,Unknown,11,4,Unknown,M,Unknown,1992
438,438,37,No,travel_frequently,21,2,Medical,F,Married,1986
439,439,42,No,Unknown,14,2,Unknown,F,Unknown,1981
440,440,50,No,Unknown,1,2,Medical,M,Divorced,1973
441,441,59,No,travel_rarely,1,2,Unknown,M,Unknown,1964
442,442,56,No,Unknown,9,3,Medical,F,Married,1967
443,443,48,No,Unknown,1,4,Unknown,M,Single,1975
444,444,39,No,Unknown,9,3,Life Sciences,M,Single,1984
445,445,42,No,travel_rarely,4,4,Marketing,M,Single,1981
446,446,44,Yes,Unknown,10,4,Unknown,M,Single,1979
447,447,29,No,travel_rarely,15,1,Unknown,F,Married,1994
448,448,54,No,travel_frequently,1,4,Unknown,F,Unknown,1969
449,449,46,No,Unknown,4,2,Unknown,F,Married,1977
450,450,32,Yes,travel_rarely,7,2,Life Sciences,M,Unknown,1991
451,451,34,No,non-travel,26,1,Unknown,F,Divorced,1989
452,452,39,No,travel_rarely,21,4,Unknown,M,Married,1984
453,453,33,No,Unknown,41,1,Life Sciences,M,Married,1990
454,454,39,No,non-travel,25,2,Unknown,M,Unknown,1984
455,455,52,No,travel_rarely,8,4,Other,F,Married,1971
456,456,36,No,Unknown,3,4,Unknown,F,Single,1987
457,457,36,No,Unknown,47,4,Life Sciences,M,Single,1987
458,458,24,No,travel_rarely,4,1,Unknown,F,Married,1999
459,459,28,No,Unknown,5,3,Unknown,M,Single,1995
460,460,47,No,travel_rarely,14,3,Medical,F,Married,1976
461,461,40,Yes,Unknown,9,4,Life Sciences,M,Single,1983
462,462,45,No,travel_rarely,49,3,Technical Degree,M,Married,1978
463,463,40,No,travel_rarely,9,2,Unknown,M,Unknown,1983
464,464,40,No,Unknown,14,2,Life Sciences,F,Married,1983
465,465,43,No,Unknown,27,3,Unknown,M,Divorced,1980
466,466,30,No,Unknown,7,3,Unknown,M,Unknown,1993
467,467,38,No,Unknown,2,2,Unknown,F,Unknown,1985
468,468,37,No,travel_rarely,10,3,Unknown,F,Married,1986
469,469,36,No,travel_rarely,11,2,Life Sciences,M,Divorced,1987
470,470,23,Yes,travel_rarely,8,1,Medical,M,Single,2000
471,471,35,No,Unknown,2,4,Unknown,M,Unknown,1988
472,472,31,No,travel_frequently,24,1,Technical Degree,F,Single,1992
473,473,38,No,travel_rarely,6,2,Other,F,Married,1985
474,474,35,No,Unknown,23,4,Medical,M,Married,1988
475,475,27,No,travel_frequently,48,2,Unknown,F,Single,1996
476,476,41,No,Unknown,8,3,Unknown,F,Unknown,1982
477,477,33,No,travel_rarely,15,4,Marketing,M,Single,1990
478,478,49,No,Unknown,2,1,Life Sciences,M,Married,1974
479,479,36,No,non-travel,9,4,Unknown,M,Unknown,1987
480,480,36,Yes,travel_rarely,9,4,Life Sciences,M,Single,1987
481,481,43,No,travel_rarely,2,2,Medical,F,Unknown,1980
482,482,33,No,travel_frequently,18,3,Life Sciences,F,Married,1990
483,483,44,No,Unknown,1,5,Marketing,F,Unknown,1979
484,484,38,No,Unknown,29,5,Life Sciences,F,Single,1985
485,485,50,No,Unknown,7,2,Medical,F,Divorced,1973
486,486,59,No,travel_frequently,1,1,Unknown,F,Single,1964
487,487,40,No,travel_frequently,1,4,Life Sciences,M,Married,1983
488,488,54,No,travel_rarely,2,4,Technical Degree,F,Unknown,1969
489,489,54,No,non-travel,26,3,Unknown,F,Single,1969
490,490,24,No,Unknown,18,1,Life Sciences,M,Married,1999
491,491,30,No,travel_rarely,2,1,Unknown,M,Single,1993
492,492,34,No,travel_frequently,10,4,Unknown,F,Unknown,1989
493,493,38,No,travel_rarely,1,4,Life Sciences,F,Single,1985
494,494,42,No,Unknown,21,2,Unknown,F,Divorced,1981
495,495,34,No,Unknown,10,4,Unknown,M,Divorced,1989
496,496,30,Yes,Unknown,26,4,Unknown,F,Unknown,1993
497,497,29,Yes,travel_rarely,13,1,Medical,M,Single,1994
498,498,32,No,Unknown,4,2,Unknown,F,Married,1991
499,499,25,No,Unknown,5,2,Life Sciences,M,Unknown,1998
500,500,53,No,Unknown,3,4,Unknown,M,Married,1970
501,501,26,No,Unknown,11,2,Medical,M,Married,1997
502,502,28,No,travel_rarely,16,2,Medical,M,Single,1995
503,503,58,No,Unknown,1,4,Life Sciences,M,Divorced,1965
504,504,27,No,travel_rarely,5,3,Unknown,F,Single,1996
505,505,54,No,travel_frequently,20,4,Life Sciences,F,Unknown,1969
506,506,29,No,non-travel,2,3,Life Sciences,M,Unknown,1994
507,507,50,No,travel_rarely,10,3,Unknown,M,Unknown,1973
508,508,24,Yes,travel_rarely,1,1,Technical Degree,F,Single,1999
509,509,34,No,Unknown,2,4,Unknown,M,Unknown,1989
510,510,36,No,non-travel,30,4,Medical,M,Single,1987
511,511,41,No,non-travel,10,2,Unknown,M,Single,1982
512,512,26,No,travel_rarely,28,2,Marketing,M,Married,1997
513,513,27,No,Unknown,6,4,Unknown,F,Divorced,1996
514,514,27,Yes,travel_rarely,2,1,Marketing,M,Divorced,1996
515,515,23,No,travel_rarely,49,1,Unknown,M,Unknown,2000
516,516,39,No,travel_rarely,24,3,Unknown,F,Unknown,1984
517,517,52,No,non-travel,19,4,Medical,M,Unknown,1971
518,518,26,Yes,Unknown,8,3,Unknown,M,Single,1997
519,519,54,No,Unknown,19,4,Unknown,F,Divorced,1969
520,520,50,No,travel_rarely,2,3,Unknown,M,Unknown,1973
521,521,42,No,Unknown,1,2,Life Sciences,F,Married,1981
522,522,32,No,Unknown,8,2,Unknown,F,Married,1991
523,523,42,No,Unknown,3,3,Unknown,F,Married,1981
524,524,38,No,non-travel,10,3,Unknown,F,Unknown,1985
525,525,45,No,travel_rarely,1,4,Unknown,F,Divorced,1978
526,526,31,No,travel_frequently,1,1,Unknown,F,Unknown,1992
527,527,22,No,Unknown,8,1,Life Sciences,M,Unknown,2001
528,528,59,No,travel_rarely,2,3,Unknown,F,Unknown,1964
529,529,45,No,Unknown,11,2,Unknown,F,Married,1978
530,530,45,No,travel_rarely,24,4,Unknown,M,Unknown,1978
531,531,26,No,Unknown,26,1,Medical,F,Unknown,1997
532,532,28,No,Unknown,42,1,Unknown,M,Married,1995
533,533,30,No,travel_rarely,10,3,Marketing,M,Married,1993
534,534,43,Yes,Unknown,9,3,Unknown,F,Single,1980
535,535,30,No,travel_rarely,29,4,Life Sciences,M,Divorced,1993
536,536,46,No,travel_rarely,2,4,Technical Degree,M,Divorced,1977
537,537,42,No,non-travel,2,5,Unknown,M,Married,1981
538,538,27,No,Unknown,4,2,Unknown,M,Divorced,1996
539,539,56,No,travel_rarely,8,4,Life Sciences,M,Single,1967
540,540,41,No,travel_frequently,1,3,Marketing,F,Unknown,1982
541,541,28,No,Unknown,26,3,Life Sciences,M,Married,1995
542,542,52,No,travel_frequently,28,2,Unknown,F,Married,1971
543,543,26,No,travel_rarely,2,1,Medical,M,Single,1997
544,544,49,Yes,travel_frequently,28,2,Unknown,M,Unknown,1974
545,545,34,No,travel_frequently,1,4,Other,M,Unknown,1989
546,546,32,No,Unknown,7,5,Marketing,M,Unknown,1991
547,547,33,No,Unknown,7,3,Medical,M,Unknown,1990
548,548,29,Yes,Unknown,13,3,Unknown,F,Single,1994
549,549,30,No,Unknown,16,3,Life Sciences,M,Unknown,1993
550,550,23,No,Unknown,11,1,Life Sciences,M,Single,2000
551,551,33,No,Unknown,25,3,Unknown,M,Unknown,1990
552,552,35,No,Unknown,28,4,Unknown,F,Married,1988
553,553,38,No,travel_frequently,10,4,Unknown,M,Unknown,1985
554,554,28,No,Unknown,27,3,Unknown,F,Divorced,1995
555,555,37,No,Unknown,19,3,Life Sciences,M,Unknown,1986
556,556,24,No,Unknown,2,1,Technical Degree,F,Unknown,1999
557,557,36,No,Unknown,7,3,Unknown,M,Unknown,1987
558,558,53,No,travel_rarely,24,4,Medical,M,Married,1970
559,559,37,No,travel_frequently,1,4,Unknown,M,Unknown,1986
560,560,32,No,travel_rarely,19,3,Unknown,M,Married,1991
561,561,42,No,travel_rarely,12,3,Medical,M,Divorced,1981
562,562,41,No,Unknown,9,4,Life Sciences,M,Divorced,1982
563,563,44,Yes,Unknown,1,2,Unknown,M,Unknown,1979
564,564,39,No,Unknown,10,1,Medical,M,Single,1984
565,565,40,No,Unknown,1,3,Unknown,F,Unknown,1983
566,566,42,No,Unknown,10,4,Technical Degree,M,Married,1981
567,567,34,No,travel_rarely,4,3,Unknown,M,Married,1989
568,568,37,No,travel_rarely,7,4,Medical,M,Unknown,1986
569,569,27,No,Unknown,2,4,Technical Degree,M,Unknown,1996
570,570,35,No,travel_rarely,18,4,Unknown,M,Unknown,1988
571,571,28,No,non-travel,16,3,Medical,M,Single,1995
572,572,29,No,Unknown,1,3,Life Sciences,M,Married,1994
573,573,54,No,Unknown,9,2,Unknown,F,Married,1969
574,574,24,No,travel_rarely,41,2,Life Sciences,M,Single,1999
575,575,38,No,travel_frequently,6,4,Unknown,M,Married,1985
576,576,42,No,Unknown,18,4,Unknown,M,Unknown,1981
577,577,41,No,Unknown,1,3,Life Sciences,M,Unknown,1982
578,578,25,No,travel_rarely,8,2,Unknown,F,Unknown,1998
579,579,50,Yes,Unknown,1,4,Unknown,M,Unknown,1973
580,580,45,No,Unknown,20,3,Unknown,F,Unknown,1978
581,581,35,No,travel_rarely,1,4,Unknown,F,Married,1988
582,582,29,No,travel_rarely,13,2,Other,M,Unknown,1994
583,583,34,No,Unknown,8,3,Unknown,M,Unknown,1989
584,584,27,No,travel_rarely,2,1,Unknown,M,Married,1996
585,585,31,No,Unknown,26,1,Unknown,M,Divorced,1992
586,586,34,No,travel_rarely,38,2,Unknown,M,Divorced,1989
587,587,28,Yes,travel_rarely,24,3,Life Sciences,M,Single,1995
588,588,32,No,travel_rarely,5,2,Unknown,M,Divorced,1991
589,589,38,No,Unknown,2,3,Life Sciences,M,Single,1985
590,590,24,No,Unknown,11,2,Unknown,F,Unknown,1999
591,591,34,Yes,Unknown,6,1,Unknown,M,Single,1989
592,592,32,Yes,travel_frequently,16,1,Unknown,F,Unknown,1991
593,593,46,No,travel_rarely,2,4,Marketing,F,Single,1977
594,594,44,No,Unknown,10,4,Other,M,Married,1979
595,595,50,Yes,travel_rarely,3,2,Unknown,M,Married,1973
596,596,35,No,Unknown,2,3,Marketing,F,Married,1988
597,597,28,Yes,Unknown,5,4,Unknown,M,Single,1995
598,598,26,No,Unknown,22,3,Unknown,F,Married,1997
599,599,35,No,Unknown,31,3,Medical,M,Married,1988
600,600,37,No,travel_rarely,20,4,Medical,M,Unknown,1986
601,601,46,No,travel_rarely,38,2,Medical,M,Divorced,1977
602,602,34,No,travel_rarely,1,2,Medical,M,Married,1989
603,603,51,No,travel_rarely,9,4,Unknown,M,Unknown,1972
604,604,24,No,travel_rarely,3,2,Other,F,Married,1999
605,605,44,No,Unknown,23,3,Unknown,M,Married,1979
606,606,37,Yes,travel_rarely,6,4,Human Resources,M,Divorced,1986
607,607,25,No,Unknown,7,1,Unknown,M,Married,1998
608,608,43,No,Unknown,26,3,Medical,F,Single,1980
609,609,31,Yes,travel_rarely,20,3,Unknown,F,Unknown,1992
610,610,36,No,Unknown,6,2,Medical,M,Divorced,1987
611,611,51,Yes,travel_frequently,16,4,Unknown,M,Unknown,1972
612,612,38,No,travel_rarely,3,5,Technical Degree,F,Unknown,1985
613,613,30,No,travel_rarely,5,3,Technical Degree,F,Divorced,1993
614,614,27,No,non-travel,9,3,Medical,M,Unknown,1996
615,615,28,No,Unknown,21,3,Medical,M,Married,1995
616,616,27,No,Unknown,17,3,Unknown,M,Unknown,1996
617,617,56,No,travel_rarely,8,3,Life Sciences,F,Divorced,1967
618,618,38,No,travel_rarely,9,2,Unknown,F,Single,1985
619,619,31,No,travel_rarely,12,1,Medical,F,Unknown,1992
620,620,34,No,travel_rarely,27,2,Medical,F,Unknown,1989
621,621,50,No,Unknown,1,3,Unknown,M,Unknown,1973
622,622,53,No,Unknown,13,2,Unknown,F,Divorced,1970
623,623,35,No,travel_frequently,24,3,Medical,F,Single,1988
624,624,40,No,Unknown,10,5,Life Sciences,M,Unknown,1983
625,625,46,No,Unknown,1,4,Unknown,M,Unknown,1977
626,626,30,Yes,Unknown,3,3,Technical Degree,F,Unknown,1993
627,627,54,No,Unknown,3,3,Unknown,F,Married,1969
628,628,33,No,travel_rarely,4,4,Unknown,F,Married,1990
629,629,52,No,travel_rarely,2,3,Unknown,F,Single,1971
630,630,39,No,Unknown,24,4,Medical,F,Divorced,1984
631,631,31,No,Unknown,3,4,Medical,M,Divorced,1992
632,632,33,No,travel_rarely,5,4,Life Sciences,F,Married,1990
633,633,45,No,Unknown,23,4,Life Sciences,M,Unknown,1978
634,634,42,No,Unknown,17,2,Unknown,F,Single,1981
635,635,29,No,Unknown,19,2,Marketing,M,Divorced,1994
636,636,25,No,travel_rarely,1,3,Unknown,F,Married,1998
637,637,32,No,Unknown,2,1,Unknown,M,Unknown,1991
638,638,21,No,travel_rarely,3,2,Unknown,M,Single,2002
639,639,37,No,non-travel,1,4,Medical,F,Divorced,1986
640,640,38,No,travel_rarely,23,4,Life Sciences,M,Unknown,1985
641,641,26,Yes,travel_rarely,16,4,Medical,M,Divorced,1997
642,642,49,No,Unknown,10,4,Life Sciences,F,Single,1974
643,643,37,No,travel_frequently,9,3,Medical,M,Married,1986
644,644,31,No,travel_rarely,11,4,Unknown,M,Married,1992
645,645,31,No,travel_rarely,2,3,Human Resources,M,Unknown,1992
646,646,52,Yes,Unknown,17,4,Medical,M,Unknown,1971
647,647,28,Yes,Unknown,2,4,Medical,M,Married,1995
648,648,47,No,travel_rarely,5,5,Unknown,M,Married,1976
649,649,29,No,Unknown,9,5,Other,M,Unknown,1994
650,650,37,No,Unknown,5,2,Medical,M,Unknown,1986
651,651,23,No,Unknown,26,1,Unknown,M,Unknown,2000
652,652,42,No,travel_rarely,2,1,Unknown,M,Divorced,1981
653,653,30,No,Unknown,25,2,Unknown,F,Unknown,1993
654,654,21,Yes,Unknown,31,1,Unknown,F,Single,2002
655,655,57,No,travel_rarely,1,4,Medical,M,Unknown,1966
656,656,29,No,Unknown,17,3,Unknown,M,Unknown,1994
657,657,36,No,travel_rarely,2,3,Unknown,F,Married,1987
658,658,34,Yes,non-travel,19,3,Marketing,M,Unknown,1989
659,659,24,No,Unknown,10,4,Marketing,F,Divorced,1999
660,660,42,No,Unknown,1,4,Unknown,F,Unknown,1981
661,661,54,No,Unknown,5,2,Medical,M,Married,1969
662,662,34,No,Unknown,4,4,Unknown,F,Married,1989
663,663,43,No,Unknown,21,3,Unknown,M,Unknown,1980
664,664,43,No,travel_rarely,8,4,Other,F,Unknown,1980
665,665,31,No,travel_rarely,1,2,Unknown,M,Married,1992
666,666,45,No,Unknown,10,2,Life Sciences,M,Married,1978
667,667,34,Yes,travel_frequently,6,2,Unknown,F,Unknown,1989
668,668,29,No,Unknown,3,4,Unknown,M,Unknown,1994
669,669,46,No,Unknown,10,3,Marketing,F,Unknown,1977
670,670,30,No,travel_rarely,7,1,Marketing,M,Single,1993
671,671,42,No,Unknown,5,2,Other,M,Married,1981
672,672,22,Yes,Unknown,25,1,Technical Degree,M,Single,2001
673,673,29,No,travel_rarely,19,3,Technical Degree,M,Divorced,1994
674,674,46,No,travel_frequently,18,1,Medical,F,Married,1977
675,675,32,Yes,Unknown,11,4,Other,M,Unknown,1991
676,676,24,No,Unknown,24,3,Medical,M,Unknown,1999
677,677,35,No,travel_rarely,25,2,Unknown,M,Single,1988
678,678,42,No,Unknown,2,4,Life Sciences,F,Married,1981
679,679,48,No,travel_rarely,1,4,Unknown,F,Married,1975
680,680,44,No,travel_rarely,1,4,Unknown,F,Unknown,1979
681,681,34,No,Unknown,14,3,Unknown,F,Unknown,1989
682,682,44,No,travel_rarely,3,4,Unknown,M,Unknown,1979
683,683,22,No,travel_rarely,6,1,Medical,M,Married,2001
684,684,26,No,travel_rarely,6,3,Unknown,F,Unknown,1997
685,685,36,No,Unknown,9,2,Medical,M,Unknown,1987
686,686,23,No,travel_rarely,4,3,Unknown,M,Unknown,2000
687,687,25,No,Unknown,8,3,Life Sciences,M,Unknown,1998
688,688,48,No,Unknown,14,1,Unknown,M,Married,1975
689,689,60,No,travel_rarely,16,4,Unknown,M,Single,1963
690,690,50,No,Unknown,8,4,Marketing,M,Married,1973
691,691,44,No,non-travel,24,3,Unknown,M,Single,1979
692,692,47,No,travel_frequently,3,3,Unknown,F,Divorced,1976
693,693,42,Yes,Unknown,19,3,Unknown,M,Divorced,1981
694,694,43,No,travel_frequently,15,3,Life Sciences,M,Married,1980
695,695,53,No,Unknown,6,3,Unknown,M,Single,1970
696,696,26,No,travel_frequently,1,2,Life Sciences,F,Unknown,1997
697,697,34,No,travel_rarely,1,4,Unknown,F,Single,1989
698,698,27,No,Unknown,8,1,Marketing,M,Married,1996
699,699,30,No,travel_rarely,18,3,Unknown,M,Married,1993
700,700,52,No,travel_rarely,25,4,Life Sciences,F,Unknown,1971
701,701,33,Yes,travel_rarely,16,3,Marketing,F,Single,1990
702,702,34,No,travel_frequently,16,4,Unknown,F,Single,1989
703,703,34,No,Unknown,3,2,Unknown,M,Unknown,1989
704,704,44,No,travel_rarely,4,3,Unknown,M,Single,1979
705,705,32,No,Unknown,13,4,Life Sciences,M,Divorced,1991
706,706,22,No,Unknown,1,2,Life Sciences,M,Unknown,2001
707,707,44,No,travel_rarely,8,4,Life Sciences,M,Unknown,1979
708,708,35,Yes,travel_frequently,25,4,Life Sciences,F,Divorced,1988
709,709,25,No,Unknown,4,1,Unknown,M,Unknown,1998
710,710,24,No,non-travel,19,1,Life Sciences,M,Unknown,1999
711,711,38,No,travel_rarely,9,3,Marketing,M,Unknown,1985
712,712,29,Yes,travel_rarely,1,3,Medical,F,Unknown,1994
713,713,43,No,travel_frequently,1,3,Life Sciences,F,Married,1980
714,714,28,No,travel_rarely,5,4,Medical,M,Single,1995
715,715,20,Yes,travel_rarely,2,3,Unknown,F,Single,2003
716,716,47,No,Unknown,2,4,Life Sciences,F,Single,1976
717,717,28,No,Unknown,9,3,Medical,F,Divorced,1995
718,718,33,No,travel_rarely,1,4,Unknown,M,Single,1990
719,719,35,No,travel_rarely,48,3,Unknown,F,Unknown,1988
720,720,31,Yes,Unknown,9,2,Medical,M,Single,1992
721,721,33,No,travel_rarely,13,1,Life Sciences,F,Single,1990
722,722,27,No,Unknown,24,4,Unknown,F,Married,1996
723,723,35,Yes,travel_rarely,14,4,Other,M,Divorced,1988
724,724,30,Yes,Unknown,5,3,Unknown,F,Unknown,1993
725,725,48,No,travel_rarely,6,3,Unknown,M,Unknown,1975
726,726,27,No,Unknown,2,4,Unknown,F,Unknown,1996
727,727,35,No,travel_rarely,10,3,Other,M,Unknown,1988
728,728,26,Yes,non-travel,29,2,Medical,M,Single,1997
729,729,33,No,non-travel,8,1,Life Sciences,F,Unknown,1990
730,730,26,Yes,Unknown,2,3,Life Sciences,M,Married,1997
731,731,46,No,Unknown,47,4,Medical,M,Unknown,1977
732,732,20,Yes,Unknown,9,3,Marketing,F,Single,2003
733,733,30,No,Unknown,20,3,Other,M,Married,1993
734,734,27,No,non-travel,8,5,Unknown,M,Married,1996
735,735,55,No,Unknown,2,1,Unknown,M,Married,1968
736,736,33,No,travel_rarely,5,3,Life Sciences,M,Unknown,1990
737,737,28,No,Unknown,15,2,Life Sciences,M,Unknown,1995
738,738,34,No,Unknown,3,1,Life Sciences,M,Unknown,1989
739,739,33,Yes,Unknown,25,3,Medical,M,Single,1990
740,740,33,No,Unknown,7,3,Life Sciences,F,Married,1990
741,741,21,No,Unknown,1,1,Unknown,F,Single,2002
742,742,31,No,travel_frequently,20,3,Unknown,M,Married,1992
743,743,34,No,Unknown,2,2,Unknown,M,Single,1989
744,744,33,Yes,Unknown,9,4,Unknown,F,Single,1990
745,745,31,Yes,Unknown,15,3,Medical,M,Unknown,1992
746,746,37,No,travel_rarely,25,2,Unknown,F,Unknown,1986
747,747,27,No,travel_rarely,6,3,Unknown,M,Married,1996
748,748,35,No,travel_frequently,4,4,Other,M,Married,1988
749,749,45,No,Unknown,7,3,Medical,F,Unknown,1978
750,750,46,No,Unknown,15,2,Life Sciences,M,Unknown,1977
751,751,32,No,Unknown,13,3,Other,F,Married,1991
752,752,28,No,Unknown,1,4,Medical,M,Single,1995
753,753,35,No,travel_rarely,6,1,Life Sciences,M,Married,1988
754,754,28,No,travel_rarely,1,3,Technical Degree,M,Single,1995
755,755,25,No,Unknown,1,3,Medical,F,Single,1998
756,756,58,No,Unknown,23,4,Life Sciences,M,Unknown,1965
757,757,30,No,travel_rarely,6,3,Technical Degree,F,Married,1993
758,758,50,No,Unknown,46,3,Life Sciences,F,Married,1973
759,759,41,No,Unknown,10,2,Medical,M,Single,1982
760,760,31,Yes,Unknown,1,3,Unknown,F,Unknown,1992
761,761,44,Yes,Unknown,3,3,Life Sciences,M,Unknown,1979
762,762,25,No,travel_rarely,19,1,Medical,M,Married,1998
763,763,40,No,travel_rarely,1,4,Life Sciences,M,Unknown,1983
764,764,27,No,travel_frequently,2,1,Life Sciences,M,Single,1996
765,765,35,Yes,Unknown,18,4,Marketing,F,Married,1988
766,766,31,Yes,Unknown,22,4,Unknown,M,Married,1992
767,767,41,No,Unknown,22,3,Unknown,F,Unknown,1982
768,768,32,No,Unknown,2,1,Marketing,M,Married,1991
769,769,27,No,Unknown,10,3,Marketing,F,Married,1996
770,770,27,Yes,travel_rarely,22,4,Life Sciences,F,Single,1996
771,771,37,No,Unknown,11,3,Medical,F,Single,1986
772,772,35,No,travel_frequently,18,2,Life Sciences,M,Unknown,1988
773,773,25,No,Unknown,1,3,Unknown,M,Unknown,1998
774,774,30,No,Unknown,7,4,Marketing,F,Divorced,1993
775,775,36,No,Unknown,16,4,Marketing,F,Unknown,1987
776,776,25,Yes,travel_rarely,9,2,Unknown,M,Unknown,1998
777,777,56,No,Unknown,1,2,Life Sciences,F,Unknown,1967
778,778,41,No,Unknown,5,5,Medical,M,Unknown,1982
779,779,31,Yes,travel_frequently,2,3,Life Sciences,M,Unknown,1992
780,780,48,No,Unknown,7,3,Marketing,M,Divorced,1975
781,781,34,Yes,Unknown,9,4,Unknown,F,Married,1989
782,782,44,No,Unknown,5,3,Life Sciences,M,Single,1979
783,783,49,No,travel_rarely,5,4,Unknown,M,Married,1974
784,784,44,No,Unknown,20,3,Life Sciences,M,Unknown,1979
785,785,28,Yes,Unknown,1,3,Unknown,M,Married,1995
786,786,28,No,travel_frequently,7,3,Life Sciences,M,Single,1995
787,787,49,No,travel_rarely,45,2,Medical,F,Married,1974
788,788,29,No,travel_frequently,2,1,Life Sciences,F,Unknown,1994
789,789,32,No,Unknown,10,3,Unknown,M,Unknown,1991
790,790,31,Yes,travel_frequently,3,3,Life Sciences,F,Unknown,1992
791,791,40,No,Unknown,43,2,Life Sciences,M,Divorced,1983
792,792,33,No,Unknown,8,4,Life Sciences,M,Unknown,1990
793,793,30,No,Unknown,14,4,Unknown,M,Married,1993
794,794,38,Yes,travel_rarely,2,3,Medical,M,Married,1985
795,795,48,No,travel_rarely,15,4,Unknown,F,Married,1975
796,796,34,No,Unknown,1,4,Unknown,M,Unknown,1989
797,797,38,No,travel_rarely,16,3,Life Sciences,F,Single,1985
798,798,35,No,travel_rarely,10,4,Unknown,F,Single,1988
799,799,23,No,Unknown,10,3,Unknown,M,Married,2000
800,800,36,No,Unknown,6,4,Unknown,M,Unknown,1987
801,801,34,No,travel_frequently,36,4,Unknown,M,Unknown,1989
802,802,32,No,Unknown,5,4,Unknown,F,Married,1991
803,803,21,No,Unknown,19,1,Medical,M,Single,2002
804,804,40,No,Unknown,16,3,Unknown,F,Unknown,1983
805,805,48,No,travel_frequently,4,5,Unknown,M,Unknown,1975
806,806,35,Yes,Unknown,10,2,Medical,M,Unknown,1988
807,807,27,No,travel_rarely,8,3,Medical,F,Unknown,1996
808,808,27,No,Unknown,2,3,Medical,M,Single,1996
809,809,36,No,Unknown,5,4,Life Sciences,F,Married,1987
810,810,49,No,travel_rarely,22,4,Other,F,Married,1974
811,811,20,No,travel_rarely,13,3,Medical,F,Single,2003
812,812,36,No,non-travel,1,4,Unknown,F,Unknown,1987
813,813,33,No,travel_rarely,2,4,Unknown,M,Unknown,1990
814,814,49,No,Unknown,16,3,Medical,F,Divorced,1974
815,815,36,No,travel_rarely,26,4,Unknown,M,Married,1987
816,816,44,No,travel_rarely,1,3,Unknown,F,Unknown,1979
817,817,55,No,Unknown,12,3,Technical Degree,M,Divorced,1968
818,818,23,Yes,Unknown,7,3,Life Sciences,M,Divorced,2000
819,819,31,No,Unknown,2,4,Life Sciences,M,Married,1992
820,820,41,No,non-travel,4,3,Human Resources,M,Married,1982
821,821,36,Yes,Unknown,13,5,Marketing,M,Unknown,1987
822,822,23,No,Unknown,4,1,Unknown,F,Single,2000
823,823,24,No,Unknown,35,3,Medical,M,Married,1999
824,824,27,No,Unknown,48,3,Unknown,F,Unknown,1996
825,825,29,No,Unknown,1,3,Unknown,M,Unknown,1994
826,826,37,No,travel_rarely,9,2,Marketing,M,Unknown,1986
827,827,46,No,Unknown,26,2,Life Sciences,M,Unknown,1977
828,828,43,No,non-travel,9,3,Unknown,M,Unknown,1980
829,829,41,No,travel_rarely,35,3,Unknown,M,Single,1982
830,830,31,No,Unknown,7,4,Unknown,F,Unknown,1992
831,831,28,No,travel_rarely,1,3,Medical,F,Unknown,1995
832,832,38,No,Unknown,2,4,Unknown,F,Unknown,1985
833,833,58,No,travel_frequently,15,4,Life Sciences,M,Married,1965
834,834,29,Yes,travel_rarely,13,3,Unknown,M,Divorced,1994
835,835,47,No,travel_rarely,9,4,Life Sciences,F,Single,1976
836,836,28,No,Unknown,1,2,Life Sciences,M,Unknown,1995
837,837,55,No,travel_rarely,2,4,Unknown,M,Unknown,1968
838,838,29,No,Unknown,7,3,Life Sciences,M,Single,1994
839,839,35,No,Unknown,16,2,Other,F,Married,1988
840,840,34,Yes,non-travel,16,4,Technical Degree,M,Unknown,1989
841,841,56,Yes,travel_rarely,24,2,Unknown,M,Single,1967
842,842,36,No,Unknown,17,2,Marketing,M,Unknown,1987
843,843,45,No,travel_frequently,1,4,Medical,M,Single,1978
844,844,39,No,Unknown,21,4,Unknown,F,Unknown,1984
845,845,31,No,Unknown,3,2,Unknown,M,Divorced,1992
846,846,38,No,travel_frequently,1,4,Other,M,Unknown,1985
847,847,54,No,Unknown,10,3,Unknown,F,Single,1969
848,848,23,No,Unknown,12,2,Unknown,M,Single,2000
849,849,25,No,Unknown,2,1,Other,M,Unknown,1998
850,850,31,No,Unknown,2,2,Life Sciences,M,Unknown,1992
851,851,35,No,travel_rarely,11,4,Medical,M,Married,1988
852,852,22,No,Unknown,1,2,Unknown,M,Unknown,2001
853,853,32,No,travel_rarely,29,4,Unknown,F,Single,1991
854,854,29,Yes,travel_rarely,38,4,Unknown,M,Married,1994
